Hole Conc vs Depth
363 2 2
Depth
Hole Conc
0.436095 8.05334e+17
0.436629 7.13462e+17
0.437169 6.42136e+17
0.437714 5.85796e+17
0.438265 5.40619e+17
0.438821 5.03914e+17
0.439384 4.7374e+17
0.439952 4.4867e+17
0.440525 4.27636e+17
0.441105 4.09826e+17
0.44169 3.94613e+17
0.442282 3.81509e+17
0.442879 3.70127e+17
0.443483 3.60158e+17
0.444093 3.51355e+17
0.444708 3.43516e+17
0.445331 3.36477e+17
0.445959 3.30103e+17
0.446594 3.24283e+17
0.447236 3.18923e+17
0.447884 3.13949e+17
0.448538 3.09294e+17
0.4492 3.04907e+17
0.449868 3.00742e+17
0.450543 2.96761e+17
0.451225 2.92933e+17
0.451913 2.89231e+17
0.452609 2.85634e+17
0.453312 2.82122e+17
0.454022 2.7868e+17
0.454739 2.75295e+17
0.455464 2.71955e+17
0.456196 2.68651e+17
0.456935 2.65375e+17
0.457682 2.6212e+17
0.458437 2.58882e+17
0.459199 2.55655e+17
0.459969 2.52436e+17
0.460747 2.4922e+17
0.461533 2.46005e+17
0.462327 2.4279e+17
0.463129 2.39571e+17
0.463939 2.36346e+17
0.464758 2.33115e+17
0.465585 2.29876e+17
0.46642 2.26627e+17
0.467264 2.23368e+17
0.468116 2.20097e+17
0.468977 2.16814e+17
0.469847 2.13516e+17
0.470726 2.10205e+17
0.471614 2.06878e+17
0.47251 2.03534e+17
0.473416 2.00173e+17
0.474331 1.96794e+17
0.475256 1.93396e+17
0.47619 1.89977e+17
0.477133 1.86537e+17
0.478087 1.83074e+17
0.479049 1.79588e+17
0.480022 1.76077e+17
0.481005 1.7254e+17
0.481997 1.68975e+17
0.483 1.65381e+17
0.484 1.61802e+17
0.485 1.58229e+17
0.486 1.54658e+17
0.487 1.51089e+17
0.488 1.47521e+17
0.489 1.43952e+17
0.49 1.40381e+17
0.491 1.36806e+17
0.492 1.33227e+17
0.493 1.29642e+17
0.494 1.2605e+17
0.495 1.22449e+17
0.496 1.1884e+17
0.497 1.15221e+17
0.498 1.11591e+17
0.499 1.07951e+17
0.5 1.04299e+17
0.501 1.00636e+17
0.502 9.6962e+16
0.503 9.32779e+16
0.504 8.95847e+16
0.505 8.58841e+16
0.506 8.21784e+16
0.507 7.84702e+16
0.508 7.47633e+16
0.509 7.10618e+16
0.51 6.73709e+16
0.511 6.36966e+16
0.512 6.00458e+16
0.513 5.64264e+16
0.514 5.2847e+16
0.515 4.93173e+16
0.516 4.58475e+16
0.517 4.24484e+16
0.518 3.91313e+16
0.519 3.59073e+16
0.52 3.27873e+16
0.521 2.97815e+16
0.522 2.68985e+16
0.523 2.41451e+16
0.524 2.15249e+16
0.525 1.90375e+16
0.526 1.66763e+16
0.527 1.44252e+16
0.528 1.22518e+16
0.529 1.00946e+16
0.53 7.83189e+15
0.531 5.21029e+15
0.532 1.66152e+15
0.533 4.35161e+15
0.533 4.35161e+15
0.534028 9.20446e+15
0.535129 1.7157e+16
0.536307 2.81523e+16
0.537569 4.14735e+16
0.53892 5.59437e+16
0.540367 7.02245e+16
0.541916 8.31296e+16
0.543574 9.385e+16
0.54535 1.0203e+17
0.547251 1.07706e+17
0.549287 1.11176e+17
0.551466 1.12856e+17
0.5538 1.13174e+17
0.556299 1.12506e+17
0.558975 1.11147e+17
0.561839 1.09312e+17
0.564907 1.0715e+17
0.568191 1.04754e+17
0.571707 1.02185e+17
0.575472 9.94759e+16
0.579504 9.66466e+16
0.58382 9.37089e+16
0.588442 9.06706e+16
0.593391 8.75377e+16
0.598689 8.43163e+16
0.604362 8.10126e+16
0.610436 7.76341e+16
0.61694 7.4189e+16
0.623904 7.06866e+16
0.63136 6.71376e+16
0.639344 6.35534e+16
0.647892 5.99467e+16
0.657044 5.63312e+16
0.666844 5.27212e+16
0.677336 4.9132e+16
0.688571 4.55794e+16
0.7006 4.20796e+16
0.71348 3.8649e+16
0.72727 3.5304e+16
0.742036 3.20607e+16
0.757846 2.89347e+16
0.774773 2.59406e+16
0.792898 2.3092e+16
0.812305 2.04013e+16
0.833084 1.78789e+16
0.855332 1.55335e+16
0.879153 1.33715e+16
0.904659 1.1397e+16
0.931969 9.6116e+15
0.961209 8.01443e+15
0.992518 6.60192e+15
1.02604 5.36801e+15
1.06193 4.30429e+15
1.10036 3.40023e+15
1.14151 2.6435e+15
1.18557 2.02039e+15
1.23275 1.51624e+15
1.28326 1.11594e+15
1.33734 8.04448e+14
1.39524 5.67215e+14
1.45724 3.90643e+14
1.52363 2.62398e+14
1.59471 1.71647e+14
1.67082 1.09177e+14
1.7523 6.74152e+13
1.83955 4.03499e+13
1.93297 2.33858e+13
2.033 1.32043e+13
2.13297 7.50541e+12
2.22691 4.39675e+12
2.31517 2.65114e+12
2.3981 1.64334e+12
2.47601 1.04587e+12
2.54923 6.8256e+11
2.61802 4.56248e+11
2.68265 3.11993e+11
2.74339 2.18011e+11
2.80045 1.55496e+11
2.85407 1.13085e+11
2.90444 8.37698e+10
2.95178 6.3145e+10
2.99625 4.83891e+10
3.03804 3.76634e+10
3.07731 2.97494e+10
3.1142 2.38268e+10
3.14887 1.93345e+10
3.18144 1.58836e+10
3.21204 1.32005e+10
3.2408 1.10899e+10
3.26782 9.41091e+09
3.2932 8.06025e+09
3.31705 6.96125e+09
3.33947 6.05612e+09
3.36053 5.30066e+09
3.38031 4.66048e+09
3.3989 4.10836e+09
3.41637 3.62233e+09
3.43278 3.18436e+09
3.44821 2.7794e+09
3.4627 2.39471e+09
3.47631 2.0194e+09
3.4891 1.64413e+09
3.50112 1.26084e+09
3.51242 8.6272e+08
3.52303 4.44008e+08
3.533 2.2438e-38
