Hole Conc vs Depth
363 2 2
Depth
Hole Conc
0.547251 3.86673e+16
0.549287 4.02411e+16
0.551466 4.10709e+16
0.5538 4.13034e+16
0.556299 4.10817e+16
0.558975 4.05289e+16
0.561839 3.9741e+16
0.564907 3.87882e+16
0.568191 3.77188e+16
0.571707 3.65644e+16
0.575472 3.53449e+16
0.579504 3.40728e+16
0.58382 3.2756e+16
0.588442 3.14001e+16
0.593391 3.00096e+16
0.598689 2.85887e+16
0.604362 2.7142e+16
0.610436 2.56742e+16
0.61694 2.41908e+16
0.623904 2.26976e+16
0.63136 2.12011e+16
0.639344 1.97083e+16
0.647892 1.82266e+16
0.657044 1.67637e+16
0.666844 1.53275e+16
0.677336 1.39261e+16
0.688571 1.25676e+16
0.7006 1.12599e+16
0.71348 1.00104e+16
0.72727 8.82613e+15
0.742036 7.71318e+15
0.757846 6.67685e+15
0.774773 5.72128e+15
0.792898 4.84941e+15
0.812305 4.06281e+15
0.833084 3.36164e+15
0.855332 2.74463e+15
0.879153 2.20912e+15
0.904659 1.75115e+15
0.931969 1.36564e+15
0.961209 1.04657e+15
0.992518 7.87209e+14
1.02604 5.80426e+14
1.06193 4.18932e+14
1.10036 2.95561e+14
1.14151 2.03512e+14
1.18557 1.36541e+14
1.23275 8.91063e+13
1.28326 5.64594e+13
1.33734 3.46662e+13
1.39524 2.05844e+13
1.45724 1.17952e+13
1.52363 6.50781e+12
1.59471 3.44921e+12
1.67082 1.75189e+12
1.7523 8.50582e+11
1.83955 3.93794e+11
1.93297 1.73529e+11
2.033 7.30971e+10
2.13297 3.09858e+10
2.22691 1.37679e+10
2.31517 6.39849e+09
2.3981 3.10368e+09
2.47601 1.56806e+09
2.54923 8.235e+08
2.61802 4.48669e+08
2.68265 2.5312e+08
2.74339 1.47596e+08
2.80045 8.87977e+07
2.85407 5.50273e+07
2.90444 3.50672e+07
2.95178 2.29456e+07
2.99625 1.53933e+07
3.03804 1.05728e+07
3.07731 7.42483e+06
3.1142 5.32436e+06
3.14887 3.894e+06
3.18144 2.90105e+06
3.21204 2.19906e+06
3.2408 1.69409e+06
3.26782 1.32476e+06
3.2932 1.05027e+06
3.31705 843038
3.33947 684120
3.36053 560311
3.38031 462272
3.3989 383305
3.41637 318547
3.43278 264425
3.44821 218283
3.4627 178135
3.47631 142479
3.4891 110176
3.50112 80359.8
3.51242 52370.8
3.52303 25709.5
3.533 2.2438e-38
